year,month,BNFCode,BNFName,TotalItems,TotalCost
2012,2012-10-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,66,13976.189999999999
2014,2014-02-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,70,21479.030000000006
2018,2018-09-01,0208020V0BBACAD,Marevan_Tab 5mg,8,9.25676
2018,2018-04-01,0208020H0BBAAAA,Sinthrome_Tab 1mg,990,4855.626890000005
2013,2013-07-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,407147,764290.8100000005
2017,2017-11-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,275365,289548.7537899996
2018,2018-12-01,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),4,327.56156
2015,2015-09-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,3083,156875.90999999997
2014,2014-07-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,277,15329.239999999987
2013,2013-08-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,215,22970.729999999985
2019,2019-02-01,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),4,409.571
2019,2019-01-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,139,5136.38501
2014,2014-10-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,328,17910.440000000002
2016,2016-11-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,320,36400.75999999998
2015,2015-06-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,528,28943.590000000004
2011,2011-09-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,1,61.05
2016,2016-11-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,3683,158851.41999999978
2018,2018-12-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,138,5530.005700000001
2015,2015-04-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,5,836.03
2019,2019-02-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,3,1191.13156
2013,2013-09-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,122417,175400.62000000026
2014,2014-07-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,71,3158.99
2016,2016-12-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,314,35182.70000000002
2012,2012-03-01,0208020V0AAAKAK,Warfarin Sod_Liq Spec 25mg/5ml          ,1,166.21
2016,2016-06-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,56218,2252359.019999999
2012,2012-10-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,1476,70571.19999999995
2012,2012-05-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,918,678.3699999999999
2015,2015-02-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg                   ,47,2116.4100000000008
2017,2017-09-01,0208020Y0BBAEAE,Xarelto_Initiation Tt/Pack(Tab15mg/20mg),7,572.03499
2013,2013-12-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,201,141.65999999999997
2016,2016-01-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,320,17452.629999999997
2017,2017-01-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,1,46.65805
2019,2019-02-01,0208020V0BBABAB,Marevan_Tab 3mg,1,1.16389
2012,2012-10-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,242,160.18
2015,2015-11-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,13215,864669.73
2018,2018-02-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,572,23603.138399999996
2014,2014-02-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,162,7925.339999999997
2016,2016-01-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,504,23592.44000000002
2014,2014-02-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,1317,68189.13999999997
2014,2014-01-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,18,2231.41
2012,2012-07-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,4,155.07999999999998
2018,2018-10-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,310,33696.185520000014
2011,2011-07-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,73,7730.5300000000025
2016,2016-08-01,0208020AABBACAC,Lixiana_Tab 60mg                        ,16,756.4399999999999
2015,2015-08-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,30364,1275154.9100000004
2012,2012-11-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,38,3942.9399999999996
2016,2016-03-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,42,95855.26
2013,2013-10-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg                   ,1778,9301.829999999994
2010,2010-12-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,8,580.3199999999999
2016,2016-07-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,303,33150.41
2016,2016-02-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,28,14.03
2015,2015-01-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,96,4244.980000000001
2011,2011-11-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,11,789.8500000000001
2014,2014-07-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,35,1523.2900000000002
2012,2012-07-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,57,3263.6800000000007
2018,2018-08-01,0208020X0BBACAC,Pradaxa_Cap 150mg,333,17112.043910000004
2017,2017-01-01,0208020AAAAABAB,Edoxaban_Tab 30mg,1197,49398.72769000001
2014,2014-06-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,67,3295.2799999999997
2018,2018-05-01,0208020X0BBAAAA,Pradaxa_Cap 75mg,14,267.32072999999997
2016,2016-08-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,232,9596.329999999998
2013,2013-03-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,5308,258606.0099999999
2013,2013-01-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,1371,55376.81999999999
2015,2015-06-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg                   ,99,4378.110000000002
2013,2013-08-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,232,11215.550000000008
2015,2015-09-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,39552,2200384.6599999997
2014,2014-10-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,278,16099.840000000013
2013,2013-09-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,90,27624.419999999995
2010,2010-11-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,512,32372.140000000007
2010,2010-08-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,5,772.8199999999999
2016,2016-10-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,402,16596.129999999997
2015,2015-09-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,74,56.720000000000006
2011,2011-05-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,10,856.0000000000001
2015,2015-09-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,108,5916.840000000001
2011,2011-01-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,2060,1248.0800000000002
2013,2013-11-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,16,1119.41
2011,2011-07-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,2,735.45
2016,2016-01-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,3093,137796.94000000006
2017,2017-10-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,6,117.08544999999998
2012,2012-08-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,127,27440.010000000002
2014,2014-04-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,422,23469.710000000006
2014,2014-05-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,208,13299.589999999993
2017,2017-01-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,56596,2090329.2620300003
2018,2018-02-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,279735,310044.1059899997
2016,2016-03-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,24,625.22
2012,2012-10-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,594,563.9899999999999
2014,2014-10-01,0208020N0AAAAAA,Phenindione_Tab 10mg                    ,113,45077.950000000026
2010,2010-08-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,49197,115213.47000000004
2015,2015-08-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,305,17547.03000000001
2018,2018-10-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,18983,975734.112930001
2015,2015-04-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,85,4169.560000000001
2019,2019-02-01,0208020Z0BBABAB,Eliquis_Tab 5mg,537,24312.20460999998
2014,2014-03-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,29,3002.8199999999993
2018,2018-10-01,0208020N0AAAAAA,Phenindione_Tab 10mg,25,45733.628880000004
2018,2018-09-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,586,26952.17074000002
2014,2014-08-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,334623,487352.53000000044
2016,2016-09-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,52,35.870000000000005
2011,2011-06-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,11,3320.6299999999997
2014,2014-02-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,7335,465532.95999999996
2012,2012-10-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,124,7227.039999999998
2019,2019-01-01,0208020X0BBAAAA,Pradaxa_Cap 75mg,10,412.63075000000003
2014,2014-07-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,287,238.71000000000004
2016,2016-06-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,69,47.47
2018,2018-11-01,0208020AAAAAAAA,Edoxaban_Tab 15mg,134,5233.426910000001
2012,2012-08-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,261,177.29999999999995
2014,2014-02-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,12,969.3700000000001
2016,2016-12-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,79596,3220736.1400000025
2016,2016-03-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg                       ,1,46.65
2015,2015-08-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,98142,5213206.659999997
2016,2016-09-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,17,12.98
2013,2013-10-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,984,46255.14999999999
2013,2013-08-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,930,47782.35999999996
2018,2018-05-01,0208020N0AAAAAA,Phenindione_Tab 10mg,22,31466.95315
2015,2015-04-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,15811,833150.4799999996
2013,2013-07-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,138,9065.920000000002
2015,2015-07-01,0208020AABBACAC,Lixiana_Tab 60mg                        ,1,54.39
2015,2015-09-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,312,17113.089999999997
2012,2012-02-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,1,81.45
2015,2015-03-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg                 ,81053,174336.10999999996
2017,2017-03-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,63265,2364486.5627900013
2016,2016-04-01,0208020AAAAABAB,Edoxaban_Tab 30mg                       ,128,6887.26
2011,2011-10-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,28,4914.4400000000005
2017,2017-10-01,0208020AAAAABAB,Edoxaban_Tab 30mg,4674,182413.42098000064
2018,2018-08-01,0208020N0AAABAB,Phenindione_Tab 25mg,33,54376.143240000005
2014,2014-04-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,127228,166179.67000000007
2017,2017-02-01,0208020AABBACAC,Lixiana_Tab 60mg,23,997.03932
2018,2018-11-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg,343,12011.869949999998
2016,2016-07-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,390,15742.629999999997
2013,2013-02-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,290674,363236.31
2013,2013-02-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,129,6441.630000000004
2018,2018-06-01,0208020AABBABAB,Lixiana_Tab 30mg,40,1712.7639399999998
2010,2010-11-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,316185,633934.1299999997
2017,2017-12-01,0208020AABBACAC,Lixiana_Tab 60mg,75,3734.3229699999993
2017,2017-06-01,0208020N0AAABAB,Phenindione_Tab 25mg,38,72773.76707
2019,2019-02-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,82602,3174988.2511799876
2016,2016-02-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,3078,136231.1599999999
2019,2019-02-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,20,1067.8131199999998
2015,2015-07-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,4,677.7
2016,2016-10-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,42,33.78
2018,2018-12-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,154941,6346146.416489998
2014,2014-10-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,223,186.34000000000006
2011,2011-12-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,56,5650.300000000001
2018,2018-04-01,0208020X0BBACAC,Pradaxa_Cap 150mg,274,14413.72871
2014,2014-03-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,3475,199352.47000000012
2014,2014-10-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,80,3453.4299999999985
2015,2015-02-01,0208020Z0AAABAB,Apixaban_Tab 5mg                        ,16958,953789.1300000001
2017,2017-11-01,0208020Y0BBAAAA,Xarelto_Tab 10mg,24,1222.86053
2013,2013-04-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,236,158.7
2018,2018-12-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,18644,961228.119879998
2016,2016-05-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,117,4990.74
2018,2018-03-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg,6,117.40979999999999
2012,2012-07-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg                      ,1,47.61
2014,2014-05-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,33272,1695039.8699999987
2016,2016-07-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,566,23695.33
2013,2013-03-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,313293,390836.37
2012,2012-11-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,461,352.03000000000014
2012,2012-03-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,601,95827.84
2018,2018-08-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,57907,112047.42046000008
2019,2019-02-01,0208020Y0BBABAB,Xarelto_Tab 15mg,120,5198.25236
2011,2011-03-01,0208020V0AAAVAV,Warfarin Sod_Liq Spec 10mg/5ml          ,3,1951.4299999999998
2015,2015-03-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,118,74.76999999999998
2016,2016-12-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,86,84.17000000000002
2014,2014-03-01,0208020Y0AAACAC,Rivaroxaban_Tab 20mg                    ,27262,1384170.8700000013
2016,2016-05-01,0208020V0AAAIAI,Warfarin Sod_Liq Spec 5mg/5ml           ,11,1356.76
2012,2012-03-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,21,1403.5700000000002
2016,2016-08-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,302,15708.01
2011,2011-02-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,747,524.57
2011,2011-03-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1007,4879.419999999998
2015,2015-09-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,120,104.13000000000002
2018,2018-08-01,0208020AAAAABAB,Edoxaban_Tab 30mg,13312,531826.723410002
2013,2013-04-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,5,683.9100000000001
2012,2012-11-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,114,6411.209999999995
2014,2014-12-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,120,83.67000000000002
2016,2016-06-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,15089,759476.9800000004
2013,2013-11-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,56,2173.04
2016,2016-06-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,28,1077.89
2016,2016-10-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,44,1207.3200000000002
2017,2017-05-01,0208020V0AAASAS,Warfarin Sod_Tab 500mcg,69819,130455.68799000021
2018,2018-05-01,0208020AAAAABAB,Edoxaban_Tab 30mg,10121,404829.05081999983
2018,2018-05-01,0208020Y0BBACAC,Xarelto_Tab 20mg,627,29174.323930000006
2019,2019-02-01,0208020Z0AAABAB,Apixaban_Tab 5mg,268355,12934681.493260007
2017,2017-02-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,76531,3074028.6085500005
2014,2014-08-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F      ,248,26109.219999999994
2018,2018-09-01,0208020Y0BBABAB,Xarelto_Tab 15mg,150,5452.76742
2019,2019-01-01,0208020AABBAAAA,Lixiana_Tab 15mg,1,24.36388
2016,2016-09-01,0208020Y0BBADAD,Xarelto_Tab 2.5mg                       ,1,46.69
2018,2018-09-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml,2,987.51067
2015,2015-01-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,6,2235.8500000000004
2018,2018-01-01,0208020N0AAAAAA,Phenindione_Tab 10mg,27,55018.7578
2015,2015-11-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,34,1311.4
2015,2015-05-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,243,16388.349999999988
2016,2016-03-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,48,61559.880000000005
2011,2011-06-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,64,5963.17
2012,2012-08-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,9,466.7
2015,2015-06-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,101,63.580000000000005
2012,2012-09-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,240,161.59999999999994
2015,2015-03-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,124,5637.9800000000005
2018,2018-07-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1096,5590.980730000007
2016,2016-04-01,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,197,12465.83
2012,2012-03-01,0208020X0BBACAC,Pradaxa_Cap 150mg                       ,33,2199.4399999999996
2011,2011-11-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,20,1333.5500000000002
2014,2014-12-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,375768,606944.1799999998
2018,2018-05-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg,80011,3043976.679929986
2017,2017-05-01,0208020X0BBACAC,Pradaxa_Cap 150mg,319,16489.244509999997
2018,2018-12-01,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg,367,18948.116810000014
2017,2017-09-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg,3770,165372.61338000017
2015,2015-05-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,334577,558263.44
2016,2016-07-01,0208020V0BBABAB,Marevan_Tab 3mg                         ,62,43.73
2014,2014-02-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,58,19558.649999999994
2016,2016-01-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,18,29844.739999999998
2017,2017-03-01,0208020X0BBABAB,Pradaxa_Cap 110mg,444,18724.12859
2014,2014-06-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,261,13504.140000000012
2014,2014-06-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,27,921.48
2018,2018-09-01,0208020Z0AAABAB,Apixaban_Tab 5mg,246527,11857102.74412004
2012,2012-12-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,435,21193.720000000023
2014,2014-03-01,0208020Z0BBABAB,Eliquis_Tab 5mg                         ,40,2094.6599999999994
2011,2011-06-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,4,672.7800000000001
2012,2012-05-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,24,1316.9899999999998
2015,2015-07-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg                   ,89,3597.6899999999996
2016,2016-04-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,111,4659.629999999999
2018,2018-07-01,0208020AAAAACAC,Edoxaban_Tab 60mg,17199,833968.7343199966
2018,2018-06-01,0208020H0AAAAAA,Acenocoumarol_Tab 1mg,1112,5738.652530000001
2015,2015-09-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,17284,913466.5299999999
2016,2016-03-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,201,9516.58
2015,2015-12-01,0208020Y0BBABAB,Xarelto_Tab 15mg                        ,124,6379.939999999999
2011,2011-10-01,0208020N0AAACAC,Phenindione_Tab 50mg                    ,118,11214.860000000008
2016,2016-05-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,3400,150753.49999999994
2019,2019-01-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,230823,226346.55700000055
2011,2011-11-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,286661,364717.6100000001
2011,2011-07-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,630,448.5200000000002
2016,2016-07-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,102,92.22999999999998
2012,2012-01-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,279113,407054.92000000016
2015,2015-07-01,0208020V0BBACAD,Marevan_Tab 5mg                         ,85,65.20000000000002
2017,2017-12-01,0208020Z0BBABAB,Eliquis_Tab 5mg,470,22308.2458
2013,2013-06-01,0208020H0BBAAAA,Sinthrome_Tab 1mg                       ,1369,6693.410000000001
2018,2018-06-01,0208020X0BBABAB,Pradaxa_Cap 110mg,348,14547.70534
2016,2016-08-01,0208020AAAAAAAA,Edoxaban_Tab 15mg                       ,5,140.92
2012,2012-11-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,122773,138765.0400000001
2016,2016-01-01,0208020Z0BBAAAA,Eliquis_Tab 2.5mg                       ,179,8749.269999999999
2018,2018-05-01,0208020Z0BBABAB,Eliquis_Tab 5mg,522,23467.286920000002
2016,2016-05-01,0208020AAAAACAC,Edoxaban_Tab 60mg                       ,276,15531.800000000003
2013,2013-10-01,0208020X0BBAAAA,Pradaxa_Cap 75mg                        ,24,1003.7599999999999
2017,2017-03-01,0208020Y0AAADAD,Rivaroxaban_Tab 2.5mg,408,17445.09035
2010,2010-10-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,1164,667.03
2017,2017-06-01,0208020Z0AAAAAA,Apixaban_Tab 2.5mg,99614,4031504.3843200007
2018,2018-01-01,0208020V0BBAFAS,Marevan_Tab 500mcg,4,1.82105
2014,2014-03-01,0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg          ,8276,529249.4200000002
2017,2017-10-01,0208020Z0BBABAB,Eliquis_Tab 5mg,476,21418.824610000014
2017,2017-06-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,294757,336564.8929600002
2013,2013-06-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,5,1024.1
2017,2017-07-01,0208020AABBACAC,Lixiana_Tab 60mg,45,2181.6321500000004
2017,2017-10-01,0208020AAAAACAC,Edoxaban_Tab 60mg,6763,319920.3247200018
2013,2013-06-01,0208020Y0BBACAC,Xarelto_Tab 20mg                        ,68,3886.4499999999994
2012,2012-07-01,0208020V0AAAMAM,Warfarin Sod_Liq Spec 3mg/5ml           ,4,394.22
2018,2018-02-01,0208020Y0BBACAC,Xarelto_Tab 20mg,585,26788.798070000008
2017,2017-03-01,0208020V0AABBBB,Warfarin Sod_Oral Susp 1mg/1ml S/F,316,34989.01706
2018,2018-07-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg,93255,71926.6800400001
2017,2017-06-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,347971,499001.35083999974
2014,2014-12-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,54,18045.260000000002
2012,2012-05-01,0208020V0AAANAN,Warfarin Sod_Liq Spec 1mg/5ml           ,13,2755.1800000000003
2017,2017-12-01,0208020N0AAACAC,Phenindione_Tab 50mg,2,240.11665
2017,2017-04-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg,276340,314487.5900999999
2012,2012-08-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,254,10043.419999999993
2012,2012-08-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,382995,691064.5299999999
2011,2011-12-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,766,104259.35
2011,2011-12-01,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,307267,392705.7300000002
2011,2011-05-01,0208020V0BBAAAA,Marevan_Tab 1mg                         ,1678,1274.7499999999986
2011,2011-08-01,0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg          ,75,7304.339999999998
2016,2016-04-01,0208020Y0BBAAAA,Xarelto_Tab 10mg                        ,24,1020.6300000000001
2010,2010-11-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,1115,644.5100000000001
2010,2010-11-01,0208020V0AAADAD,Warfarin Sod_Tab 5mg                    ,102126,159648.66000000003
2017,2017-03-01,0208020X0BBACAC,Pradaxa_Cap 150mg,344,17805.185170000004
2016,2016-08-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,378486,582617.2499999999
2013,2013-09-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,931,50773.47000000002
2010,2010-08-01,0208020X0BBABAB,Pradaxa_Cap 110mg                       ,6,599.21
2015,2015-10-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg                    ,410065,829560.9199999995
2012,2012-06-01,0208020Y0AAABAB,Rivaroxaban_Tab 15mg                    ,56,2899.59
2017,2017-03-01,0208020V0AAAAAA,Warfarin Sod_Tab 1mg,368113,543607.3244500002
2016,2016-07-01,0208020Y0AAAAAA,Rivaroxaban_Tab 10mg                    ,3413,151366.42
2015,2015-08-01,0208020N0AAABAB,Phenindione_Tab 25mg                    ,57,51341.18000000001
2015,2015-12-01,0208020V0BBAFAS,Marevan_Tab 500mcg                      ,24,15.68
