,pct,year,BNFCode,BNFName,TotalItems,TotalCost
21506,07Y,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,22,560.1800000000001
21507,03T,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,11,369.24
21508,08C,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,24,989.18
21509,08D,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,418.18
21510,00Y,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,511.46000000000004
21511,06K,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,243.17000000000002
21512,06D,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,441.39
21513,09X,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,24,1525.8499999999997
21514,03A,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,11,542.87
21515,07H,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,27,982.8900000000002
21516,15C,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,57,3095.3
21517,00D,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,74,2009.23
21518,11M,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,23,2391.93
21519,08M,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,7.98
21520,10L,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,444.53000000000003
21521,99N,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,141.87
21522,02A,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,16,455.78000000000003
21523,08K,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,69.83
21524,08C,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,1217.38
21525,05W,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,58.95
21526,00C,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,1077.94
21527,08K,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,38.69
21528,08V,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,121.71000000000001
21529,99K,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,7,254.01
21530,07V,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,5.62
21531,99C,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,170.53
21532,10V,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,464.09000000000003
21533,07Y,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,58.0
21534,09Y,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,129,4736.490000000001
21535,00C,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,74,1492.3600000000001
21536,02T,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,232,6792.04
21537,10D,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,20,764.97
21538,10J,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,30,1562.9299999999998
21539,99F,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,96,4127.88
21540,03H,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,48,2107.5099999999998
21541,09P,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,31,1576.9700000000005
21542,07P,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,34,2107.7999999999997
21543,15N,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,174,6716.559999999998
21544,15M,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,20,1097.81
21545,01Y,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,49,3482.58
21546,07X,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,249.32999999999998
21547,14L,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,1323.6999999999998
21548,05T,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,78,4179.21
21549,07H,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,12,825.38
21550,04Q,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,11,669.74
21551,06Q,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,69,3072.8100000000013
21552,08P,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,23,1741.5300000000002
21553,09D,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,33,380.55000000000007
21554,10D,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,1535.56
21555,07H,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,19.38
21556,99G,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,437.05000000000007
21557,08N,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,54.18
21558,10X,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,48.05
21559,01G,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,150,3999.12
21560,10Q,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,26,1278.46
21561,99K,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,39,2386.9000000000005
21562,03R,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,25,1240.13
21563,08P,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,816.3899999999999
21564,03F,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,723.7500000000001
21565,01V,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,375.19000000000005
21566,00P,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,15,812.36
21567,05H,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,243.42000000000002
21568,99M,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,33,2176.68
21569,11N,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,24,2025.5200000000002
21570,11J,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,57,3372.2999999999984
21571,09X,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,31,2494.66
21572,03F,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,8,487.15000000000003
21573,01G,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,12,730.16
21574,06K,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,232.04
21575,06A,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,306.27
21576,05L,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,29,914.24
21577,03K,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,58,3485.569999999999
21578,99N,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,18,984.4099999999999
21579,09F,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,64,3904.32
21580,09J,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,481.63999999999993
21581,08C,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,6,470.75000000000006
21582,13T,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,75,3466.8799999999997
21583,NQ7,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,8.2
21584,08W,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,507.41999999999996
21585,99F,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,91.16
21586,05N,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,34,2183.6600000000003
21587,02M,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,30,1099.7500000000002
21588,06H,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,117,7441.12
21589,11X,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,91,4416.28
21590,05F,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,438.61
21591,06N,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,49,3241.98
21592,15A,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,76,2279.73
21593,09F,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,86,5968.53
21594,15E,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,32,2971.1200000000003
21595,08W,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,44.21
21596,07W,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,808.33
21597,99F,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,48,4032.9100000000003
21598,09Y,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,8,600.12
21599,09W,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,15,1299.33
21600,09A,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,67,1835.51
21601,10L,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,16,751.4
21602,05L,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,22,1378.7499999999998
21603,02M,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,12,702.5
21604,99J,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,35,1760.55
21605,06P,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,21,2159.86
21606,10C,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,8,487.05999999999995
21607,99A,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,33,1448.18
21608,11N,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,243.84
21609,03N,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,29,1899.3300000000004
21610,07Q,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,130.62
21611,12F,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,312.78000000000003
21612,08Q,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,118.17
21613,05F,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,300.67
21614,04D,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,116.19
21615,06A,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,304.42
21616,10E,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,50,2762.54
21617,06N,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,64,3271.3199999999997
21618,99F,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,55,4072.109999999999
21619,05J,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,243.05
21620,5QN,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,121.52000000000001
21621,06V,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,207.16
21622,09C,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,397.17
21623,05G,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,7,398.39
21624,07Y,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,160.78
21625,02F,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,209.2
21626,15F,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,47.24
21627,06M,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,6,341.40000000000003
21628,01D,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,534.03
21629,08A,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,463.73
21630,99G,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,39,2156.5
21631,02R,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,53,345.94
21632,05Y,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,39,2094.44
21633,07Y,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,16,995.68
21634,03N,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,737.1800000000001
21635,09P,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,61,3476.080000000001
21636,07T,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,464.09000000000003
21637,03V,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,60.88
21638,99K,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,28,1273.4900000000002
21639,06F,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,63,4256.610000000001
21640,04Y,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,37,1249.1600000000005
21641,06F,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,54,4225.48
21642,07K,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,15,788.5699999999999
21643,13T,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,112,4399.99
21644,03M,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,71,4250.03
21645,03T,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,17,1132.2099999999998
21646,05N,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,690.23
21647,11E,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,35,1549.9599999999998
21648,99H,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,16,898.3899999999999
21649,04F,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,245.76999999999998
21650,02N,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,740.03
21651,09X,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,1029.6599999999999
21652,08V,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,21,284.81
21653,09N,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,7,608.8
21654,04H,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,697.0100000000001
21655,12D,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,60.77
21656,07J,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,546.8
21657,00X,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,32.54
21658,99E,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,2.06
21659,01A,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,87,6868.5
21660,05N,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,14,1255.8500000000001
21661,00D,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,32,368.88
21662,02A,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,70,2157.5900000000006
21663,99J,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,28,1116.35
21664,05G,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,20,952.77
21665,04N,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,7.87
21666,14Y,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,12,974.2900000000001
21667,08X,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,219.38
21668,11N,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,76,3831.350000000001
21669,09A,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,38,2592.1999999999994
21670,04H,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,487.36
21671,03D,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,309.2
21672,05W,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,24,673.9500000000002
21673,06H,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,665.4200000000001
21674,06P,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,20,1343.69
21675,08D,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,14,1337.44
21676,01A,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,34.86
21677,02E,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,116.12
21678,08W,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,108.38
21679,02E,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,236.26000000000002
21680,01F,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,24,858.4899999999999
21681,05Y,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,40,2908.11
21682,06M,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,941.7400000000001
21683,04M,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,7,398.90000000000003
21684,06V,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,68,3039.669999999999
21685,11J,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,67,3919.9799999999996
21686,07H,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,17,1028.3
21687,08E,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,47.27
21688,06P,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,49,3568.969999999999
21689,99J,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,16,404.62
21690,NVE,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,14.31
21691,00L,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,20,1430.6
21692,00V,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,96.71000000000001
21693,02Y,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,173.91
21694,02X,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,56.92
21695,01G,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,46.56
21696,R1F,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,30.58
21697,07J,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,30,1626.2400000000005
21698,03T,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,36,1583.9200000000003
21699,15N,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,141,5046.339999999999
21700,06M,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,6,365.46000000000004
21701,07K,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,44,3051.06
21702,06P,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,61,3772.0199999999995
21703,08F,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,36,901.8399999999999
21704,05Y,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,462.46
21705,06H,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,46,2935.1699999999996
21706,01X,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,13,488.46000000000004
21707,01D,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,877.3600000000001
21708,07M,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,25,920.9
21709,03J,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,60.79
21710,04N,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,121.96
21711,06M,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,216.86
21712,09C,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,3,91.75
21713,07Q,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,19.36
21714,08V,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,30,342.47
21715,10X,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,550.57
21716,07M,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,78,5720.049999999999
21717,00R,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,7,344.30999999999995
21718,03W,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,18,992.7700000000001
21719,15E,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,34,1651.4200000000003
21720,99A,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,579.0900000000001
21721,10V,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,55,2603.2
21722,05V,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,62,3273.2300000000005
21723,05R,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,79,2052.29
21724,09G,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,41,4024.290000000001
21725,11N,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,23,1333.01
21726,05A,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,7,425.88
21727,10Q,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,78,2621.1800000000003
21728,08E,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,30.51
21729,08X,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,14,322.94
21730,00V,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,206.96
21731,08R,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,432.33000000000004
21732,05G,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,56.9
21733,02X,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,81.41
21734,08D,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,6,335.27
21735,11M,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,106,5960.930000000003
21736,06Y,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,7,426.06
21737,08F,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,28.82
21738,02M,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,40,2032.6799999999998
21739,10K,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,5,882.7300000000001
21740,00D,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,17,1579.3199999999997
21741,01H,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,12,595.6100000000001
21742,00N,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,243.92000000000002
21743,09D,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,116.02
21744,08V,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,60.96
21745,08P,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,30.52
21746,11N,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,139.55
21747,00J,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,69.81
21748,01H,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,45,2524.54
21749,05W,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,69,1653.5900000000001
21750,01T,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,35,1465.9200000000003
21751,02Y,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,38,2389.8300000000004
21752,09Y,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,64,2901.189999999999
21753,03K,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,18,1046.44
21754,03D,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,17,609.5099999999999
21755,00T,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,15,881.1699999999998
21756,09Y,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,61,2232.6699999999996
21757,03D,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,9,1476.97
21758,05N,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,16,1246.63
21759,04C,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,8,487.24
21760,09H,2014,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,6,365.41
21761,05J,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,12,730.2499999999999
21762,12F,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,264.13
21763,15C,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,10,462.19000000000005
21764,01C,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,4,780.8399999999999
21765,03K,2010,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,116.03
21766,02N,2011,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,1,11.64
21767,01H,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,54,2359.98
21768,01V,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,17,489.65000000000003
21769,09N,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,99,5341.340000000001
21770,01X,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,117,2776.44
21771,08C,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,8,708.36
21772,05R,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,85,4210.93
21773,05G,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,25,1496.0200000000002
21774,01C,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,26,1501.16
21775,05C,2016,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,2,88.39999999999999
21776,04F,2015,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,27,1825.0000000000005
21777,15C,2012,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,32,1057.24
21778,01E,2013,0208020X0AAAAAA,Dabigatran Etexilate_Cap 75mg           ,14,774.22
